         JobID        JobName     Elapsed     TotalCPU Alloc   MaxRSS      State 
245937.0       python            00:01:29    01:10.812     1 3388031+ COMPLETED  
245938         kernel_shot_i+    00:01:29    01:11.740    80          COMPLETED  
245938.batch   batch             00:01:29    00:00.160    80   13040K COMPLETED  
245938.extern  extern            00:01:29     00:00:00    80    1348K COMPLETED  
245938.0       python            00:01:29    01:11.580     1 3502422+ COMPLETED  
245948         adj_test.sl       00:00:06    01:06.748    80          COMPLETED  
245948.batch   batch             00:00:06    00:00.160    80    3744K COMPLETED  
245948.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245948.0       python            00:00:06    01:06.588     1    3720K COMPLETED  
245950         FWT_emod3d_sh+    00:01:40     07:56:04   320          COMPLETED  
245950.batch   batch             00:01:40    00:00.776    80   13204K COMPLETED  
245950.extern  extern            00:01:40     00:00:00   320    1352K COMPLETED  
245950.0       emod3d-mpi        00:00:41     03:06:50   320   15752K COMPLETED  
245950.1       merge_P3-mpi      00:00:57     04:49:12   320  143524K COMPLETED  
245951         FWT_emod3d_sh+    00:01:50     08:45:31   320          COMPLETED  
245951.batch   batch             00:01:50    00:29.560    80   13200K COMPLETED  
245951.extern  extern            00:01:50     00:00:00   320    1348K COMPLETED  
245951.0       emod3d-mpi        00:00:44     03:28:12   320   15620K COMPLETED  
245951.1       merge_P3-mpi      00:01:02     05:16:50   320  148532K COMPLETED  
245952         FWT_emod3d_sh+    00:01:37     07:33:15   320          COMPLETED  
245952.batch   batch             00:01:37    00:29.752    80   13224K COMPLETED  
245952.extern  extern            00:01:37     00:00:00   320     748K COMPLETED  
245952.0       emod3d-mpi        00:00:36     02:43:27   320   15676K COMPLETED  
245952.1       merge_P3-mpi      00:00:57     04:49:17   320  143776K COMPLETED  
245953         FWT_emod3d_sh+    00:01:35     07:26:49   320          COMPLETED  
245953.batch   batch             00:01:35    00:29.824    80   13204K COMPLETED  
245953.extern  extern            00:01:35     00:00:00   320    1348K COMPLETED  
245953.0       emod3d-mpi        00:00:34     02:37:25   320   15640K COMPLETED  
245953.1       merge_P3-mpi      00:00:57     04:48:54   320  144048K COMPLETED  
245954         FWT_emod3d_sh+    00:01:43     08:07:53   320          COMPLETED  
245954.batch   batch             00:01:43    00:29.816    80   13220K COMPLETED  
245954.extern  extern            00:01:43     00:00:00   320    1352K COMPLETED  
245954.0       emod3d-mpi        00:00:42     03:15:59   320   15664K COMPLETED  
245954.1       merge_P3-mpi      00:00:57     04:51:24   320  141376K COMPLETED  
245955         kernel_shot_i+    00:01:36    01:11.956    80          COMPLETED  
245955.batch   batch             00:01:36    00:00.160    80   13048K COMPLETED  
245955.extern  extern            00:01:36     00:00:00    80    1348K COMPLETED  
245955.0       python            00:01:35    01:11.796     1 3011284+ COMPLETED  
245956         adj_test.sl       00:00:06    00:55.940    80          COMPLETED  
245956.batch   batch             00:00:06    00:00.164    80    3744K COMPLETED  
245956.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245956.0       python            00:00:04    00:55.776     1    3724K COMPLETED  
245957         adj_test.sl       00:00:06    00:53.680    80          COMPLETED  
245957.batch   batch             00:00:06    00:00.164    80    3744K COMPLETED  
245957.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245957.0       python            00:00:05    00:53.516     1    3724K COMPLETED  
245958         adj_test.sl       00:00:05    00:42.240    80          COMPLETED  
245958.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
245958.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245958.0       python            00:00:04    00:42.076     1    3724K COMPLETED  
245959         adj_test.sl       00:00:05    00:43.736    80          COMPLETED  
245959.batch   batch             00:00:05    00:00.160    80    3748K COMPLETED  
245959.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245959.0       python            00:00:05    00:43.576     1    3728K COMPLETED  
245960         FWT_emod3d_sh+    00:01:31     07:05:27   320          COMPLETED  
245960.batch   batch             00:01:31    00:00.792    80   13204K COMPLETED  
245960.extern  extern            00:01:31     00:00:00   320    1348K COMPLETED  
245960.0       emod3d-mpi        00:00:32     02:16:27   320  152244K COMPLETED  
245960.1       merge_P3-mpi      00:00:57     04:48:59   320  142444K COMPLETED  
245961         FWT_emod3d_sh+    00:01:42     07:59:49   320          COMPLETED  
245961.batch   batch             00:01:42    00:00.768    80   13204K COMPLETED  
245961.extern  extern            00:01:42     00:00:00   320    1352K COMPLETED  
245961.0       emod3d-mpi        00:00:44     03:24:36   320   15752K COMPLETED  
245961.1       merge_P3-mpi      00:00:55     04:35:12   320     143M COMPLETED  
245962         FWT_emod3d_sh+    00:01:38     07:43:00   320          COMPLETED  
245962.batch   batch             00:01:38    00:00.776    80   13200K COMPLETED  
245962.extern  extern            00:01:39     00:00:00   320    1348K COMPLETED  
245962.0       emod3d-mpi        00:00:37     02:47:57   320   15964K COMPLETED  
245962.1       merge_P3-mpi      00:00:58     04:55:03   320  147996K COMPLETED  
245963         FWT_emod3d_sh+    00:01:35     07:20:14   320          COMPLETED  
245963.batch   batch             00:01:35    00:00.772    80   13224K COMPLETED  
245963.extern  extern            00:01:35     00:00:00   320    1348K COMPLETED  
245963.0       emod3d-mpi        00:00:34     02:31:19   320   15756K COMPLETED  
245963.1       merge_P3-mpi      00:00:56     04:48:54   320  141664K COMPLETED  
245964         sum_kernel.sl     00:02:28    02:12.660    80          COMPLETED  
245964.batch   batch             00:02:28    00:00.156    80   13048K COMPLETED  
245964.extern  extern            00:02:29     00:00:00    80    1348K COMPLETED  
245964.0       python            00:02:28    02:12.504     1  214804K COMPLETED  
245965         kernel_shot_i+    00:01:28    01:11.136    80          COMPLETED  
245965.batch   batch             00:01:28    00:00.160    80   13036K COMPLETED  
245965.extern  extern            00:01:28     00:00:00    80    1348K COMPLETED  
245965.0       python            00:01:28    01:10.976     1 3530908+ COMPLETED  
245966         kernel_shot_i+    00:01:29    01:12.300    80          COMPLETED  
245966.batch   batch             00:01:29    00:00.160    80   13104K COMPLETED  
245966.extern  extern            00:01:30     00:00:00    80    1348K COMPLETED  
245966.0       python            00:01:29    01:12.140     1 3448434+ COMPLETED  
245967         kernel_shot_i+    00:01:28    01:10.444    80          COMPLETED  
245967.batch   batch             00:01:28    00:00.160    80   13040K COMPLETED  
245967.extern  extern            00:01:28     00:00:00    80     748K COMPLETED  
245967.0       python            00:01:28    01:10.284     1 3532703+ COMPLETED  
245968         kernel_shot_i+    00:01:27    01:10.056    80          COMPLETED  
245968.batch   batch             00:01:27    00:00.164    80   13044K COMPLETED  
245968.extern  extern            00:01:27     00:00:00    80     748K COMPLETED  
245968.0       python            00:01:27    01:09.892     1 3538214+ COMPLETED  
245969         FWT_emod3d_sh+    00:01:45     08:14:37   320          COMPLETED  
245969.batch   batch             00:01:45    00:29.684    80   13204K COMPLETED  
245969.extern  extern            00:01:45     00:00:00   320    1352K COMPLETED  
245969.0       emod3d-mpi        00:00:44     03:26:37   320   15656K COMPLETED  
245969.1       merge_P3-mpi      00:00:57     04:47:29   320  143264K COMPLETED  
245970         FWT_emod3d_sh+    00:01:34     07:20:44   320          COMPLETED  
245970.batch   batch             00:01:34    00:29.680    80   13204K COMPLETED  
245970.extern  extern            00:01:34     00:00:00   320    1348K COMPLETED  
245970.0       emod3d-mpi        00:00:33     02:31:15   320  141144K COMPLETED  
245970.1       merge_P3-mpi      00:00:57     04:48:59   320  142192K COMPLETED  
245971         FWT_emod3d_sh+    00:01:44     08:13:31   320          COMPLETED  
245971.batch   batch             00:01:44    00:29.756    80   13200K COMPLETED  
245971.extern  extern            00:01:44     00:00:00   320    1352K COMPLETED  
245971.0       emod3d-mpi        00:00:42     03:17:42   320   15608K COMPLETED  
245971.1       merge_P3-mpi      00:00:58     04:55:19   320  144564K COMPLETED  
245972         FWT_emod3d_sh+    00:01:35     07:24:37   320          COMPLETED  
245972.batch   batch             00:01:35    00:29.724    80   13224K COMPLETED  
245972.extern  extern            00:01:35     00:00:00   320    1352K COMPLETED  
245972.0       emod3d-mpi        00:00:36     02:46:30   320   15768K COMPLETED  
245972.1       merge_P3-mpi      00:00:55     04:37:36   320  144024K COMPLETED  
245973         adj_test.sl       00:00:06    00:59.340    80          COMPLETED  
245973.batch   batch             00:00:06    00:00.160    80    3744K COMPLETED  
245973.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245973.0       python            00:00:04    00:59.180     1    3724K COMPLETED  
245974         adj_test.sl       00:00:06    00:54.884    80          COMPLETED  
245974.batch   batch             00:00:06    00:00.164    80    3748K COMPLETED  
245974.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245974.0       python            00:00:05    00:54.720     1    3724K COMPLETED  
245975         adj_test.sl       00:00:06    00:52.252    80          COMPLETED  
245975.batch   batch             00:00:06    00:00.164    80    3748K COMPLETED  
245975.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245975.0       python            00:00:05    00:52.088     1    3728K COMPLETED  
245976         adj_test.sl       00:00:05    00:54.172    80          COMPLETED  
245976.batch   batch             00:00:05    00:00.160    80    3744K COMPLETED  
245976.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
245976.0       python            00:00:05    00:54.012     1    3728K COMPLETED  
245977         FWT_emod3d_sh+    00:01:33     07:17:30   320          COMPLETED  
245977.batch   batch             00:01:33    00:00.788    80   13204K COMPLETED  
245977.extern  extern            00:01:33     00:00:00   320    1348K COMPLETED  
245977.0       emod3d-mpi        00:00:34     02:27:51   320   31244K COMPLETED  
245977.1       merge_P3-mpi      00:00:57     04:49:39   320  142180K COMPLETED  
245978         FWT_emod3d_sh+    00:01:40     07:51:52   320          COMPLETED  
245978.batch   batch             00:01:40    00:00.780    80   13204K COMPLETED  
245978.extern  extern            00:01:40     00:00:00   320    1348K COMPLETED  
245978.0       emod3d-mpi        00:00:40     03:03:51   320   15756K COMPLETED  
245978.1       merge_P3-mpi      00:00:57     04:48:00   320  143264K COMPLETED  
245979         FWT_emod3d_sh+    00:01:44     08:16:23   320          COMPLETED  
245979.batch   batch             00:01:44    00:00.764    80   13200K COMPLETED  
245979.extern  extern            00:01:45     00:00:00   320    2876K COMPLETED  
245979.0       emod3d-mpi        00:00:40     03:03:52   320   15764K COMPLETED  
245979.1       merge_P3-mpi      00:01:01     05:12:29   320  149060K COMPLETED  
245980         FWT_emod3d_sh+    00:01:32     07:10:06   320          COMPLETED  
245980.batch   batch             00:01:32    00:00.764    80   13224K COMPLETED  
245980.extern  extern            00:01:32     00:00:00   320    1348K COMPLETED  
245980.0       emod3d-mpi        00:00:32     02:18:37   320  152496K COMPLETED  
245980.1       merge_P3-mpi      00:00:57     04:51:28   320  142976K COMPLETED  
245981         fdrun-mpi_ish+    00:00:25     01:52:50   320          COMPLETED  
245981.batch   batch             00:00:25    00:29.564    80    3748K COMPLETED  
245981.extern  extern            00:00:25     00:00:00   320    1352K COMPLETED  
245981.0       emod3d-mpi        00:00:22     01:52:20   320    3764K COMPLETED  
245994         fdrun-mpi_ish+    00:00:25     01:58:25   320          COMPLETED  
245994.batch   batch             00:00:25    00:29.600    80    3748K COMPLETED  
245994.extern  extern            00:00:25     00:00:00   320    1352K COMPLETED  
245994.0       emod3d-mpi        00:00:23     01:57:56   320    3756K COMPLETED  
246023         fdrun-mpi_ish+    00:00:22     01:41:48   320          COMPLETED  
246023.batch   batch             00:00:22    00:29.588    80    3752K COMPLETED  
246023.extern  extern            00:00:23     00:00:00   320    1348K COMPLETED  
246023.0       emod3d-mpi        00:00:20     01:41:19   320    3752K COMPLETED  
246050         kernel_shot_i+    00:01:32    01:13.288    80          COMPLETED  
246050.batch   batch             00:01:32    00:00.160    80   13036K COMPLETED  
246050.extern  extern            00:01:32     00:00:00    80    1348K COMPLETED  
246050.0       python            00:01:31    01:13.128     1 3335178+ COMPLETED  
246053         fdrun-mpi_ish+    00:00:24     01:51:09   320          COMPLETED  
246053.batch   batch             00:00:24    00:29.412    80    3752K COMPLETED  
246053.extern  extern            00:00:24     00:00:00   320    1352K COMPLETED  
246053.0       emod3d-mpi        00:00:22     01:50:40   320    3756K COMPLETED  
246054         kernel_shot_i+    00:01:29    01:10.940    80          COMPLETED  
246054.batch   batch             00:01:29    00:00.160    80   13048K COMPLETED  
246054.extern  extern            00:01:29     00:00:00    80     748K COMPLETED  
246054.0       python            00:01:28    01:10.780     1 3501920+ COMPLETED  
246056         kernel_shot_i+    00:01:29    01:10.576    80          COMPLETED  
246056.batch   batch             00:01:29    00:00.156    80   13036K COMPLETED  
246056.extern  extern            00:01:29     00:00:00    80    1348K COMPLETED  
246056.0       python            00:01:28    01:10.420     1 3489512+ COMPLETED  
246057         kernel_shot_i+    00:01:30    01:09.744    80          COMPLETED  
246057.batch   batch             00:01:30    00:00.164    80   13104K COMPLETED  
246057.extern  extern            00:01:30     00:00:00    80    1348K COMPLETED  
246057.0       python            00:01:29    01:09.580     1 3200670+ COMPLETED  
246072         fdrun-mpi_ish+    00:00:24     01:50:01   320          COMPLETED  
246072.batch   batch             00:00:24    00:29.464    80    3752K COMPLETED  
246072.extern  extern            00:00:24     00:00:00   320    1348K COMPLETED  
246072.0       emod3d-mpi        00:00:22     01:49:32   320    3760K COMPLETED  
246073         FWT_emod3d_sh+    00:01:37     07:33:50   320          COMPLETED  
246073.batch   batch             00:01:37    00:29.684    80   13204K COMPLETED  
246073.extern  extern            00:01:37     00:00:00   320    1348K COMPLETED  
246073.0       emod3d-mpi        00:00:36     02:44:05   320   15828K COMPLETED  
246073.1       merge_P3-mpi      00:00:57     04:49:14   320  143256K COMPLETED  
246074         FWT_emod3d_sh+    00:01:39     07:44:50   320          COMPLETED  
246074.batch   batch             00:01:39    00:29.720    80   13212K COMPLETED  
246074.extern  extern            00:01:39     00:00:00   320    1352K COMPLETED  
246074.0       emod3d-mpi        00:00:38     02:53:53   320   15672K COMPLETED  
246074.1       merge_P3-mpi      00:00:57     04:50:27   320  149312K COMPLETED  
246075         FWT_emod3d_sh+    00:01:44     08:12:26   320          COMPLETED  
246075.batch   batch             00:01:44    00:29.800    80   13204K COMPLETED  
246075.extern  extern            00:01:44     00:00:00   320    1348K COMPLETED  
246075.0       emod3d-mpi        00:00:43     03:22:09   320   15660K COMPLETED  
246075.1       merge_P3-mpi      00:00:57     04:49:46   320  143256K COMPLETED  
246076         FWT_emod3d_sh+    00:01:43     08:10:14   320          COMPLETED  
246076.batch   batch             00:01:43    00:29.672    80   13200K COMPLETED  
246076.extern  extern            00:01:43     00:00:00   320    1352K COMPLETED  
246076.0       emod3d-mpi        00:00:44     03:28:20   320   15652K COMPLETED  
246076.1       merge_P3-mpi      00:00:55     04:41:24   320  144304K COMPLETED  
246077         fdrun-mpi_ish+    00:00:26     01:57:33   320          COMPLETED  
246077.batch   batch             00:00:26    00:29.384    80   13220K COMPLETED  
246077.extern  extern            00:00:26     00:00:00   320     748K COMPLETED  
246077.0       emod3d-mpi        00:00:23     01:57:04   320   15732K COMPLETED  
246078         fdrun-mpi_ish+    00:00:23     01:44:02   320          COMPLETED  
246078.batch   batch             00:00:23    00:29.452    80    3748K COMPLETED  
246078.extern  extern            00:00:23     00:00:00   320    1348K COMPLETED  
246078.0       emod3d-mpi        00:00:21     01:43:32   320    3764K COMPLETED  
246079         fdrun-mpi_ish+    00:00:25     01:55:10   320          COMPLETED  
246079.batch   batch             00:00:25    00:29.516    80    3748K COMPLETED  
246079.extern  extern            00:00:25     00:00:00   320    1352K COMPLETED  
246079.0       emod3d-mpi        00:00:22     01:54:41   320    3756K COMPLETED  
246080         adj_test.sl       00:00:06    01:11.164    80          COMPLETED  
246080.batch   batch             00:00:06    00:00.164    80    3748K COMPLETED  
246080.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
246080.0       python            00:00:05     00:01:11     1    3724K COMPLETED  
246081         adj_test.sl       00:00:05    01:15.660    80          COMPLETED  
246081.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
246081.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
246081.0       python            00:00:04    01:15.496     1    3724K COMPLETED  
246082         adj_test.sl       00:00:05    00:55.784    80          COMPLETED  
246082.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
246082.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
246082.0       python            00:00:05    00:55.620     1    3728K COMPLETED  
246083         adj_test.sl       00:00:05    00:53.492    80          COMPLETED  
246083.batch   batch             00:00:05    00:00.160    80    3748K COMPLETED  
246083.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
246083.0       python            00:00:05    00:53.332     1    3728K COMPLETED  
246084         FWT_emod3d_sh+    00:01:38     07:46:17   320          COMPLETED  
246084.batch   batch             00:01:38    00:00.796    80   13212K COMPLETED  
246084.extern  extern            00:01:38     00:00:00   320     748K COMPLETED  
246084.0       emod3d-mpi        00:00:39     02:53:53   320   15760K COMPLETED  
246084.1       merge_P3-mpi      00:00:57     04:52:23   320  149316K COMPLETED  
246085         FWT_emod3d_sh+    00:01:36     07:27:42   320          COMPLETED  
246085.batch   batch             00:01:36    00:00.776    80   13204K COMPLETED  
246085.extern  extern            00:01:36     00:00:00   320     748K COMPLETED  
246085.0       emod3d-mpi        00:00:35     02:37:54   320   15760K COMPLETED  
246085.1       merge_P3-mpi      00:00:57     04:49:47   320  142976K COMPLETED  
246086         FWT_emod3d_sh+    00:01:42     08:01:44   320          COMPLETED  
246086.batch   batch             00:01:42    00:00.776    80   13204K COMPLETED  
246086.extern  extern            00:01:42     00:00:00   320    1348K COMPLETED  
246086.0       emod3d-mpi        00:00:41     03:12:46   320   16040K COMPLETED  
246086.1       merge_P3-mpi      00:00:56     04:48:57   320  142972K COMPLETED  
246087         FWT_emod3d_sh+    00:01:43     08:12:27   320          COMPLETED  
246087.batch   batch             00:01:43    00:00.776    80   13200K COMPLETED  
246087.extern  extern            00:01:43     00:00:00   320    1348K COMPLETED  
246087.0       emod3d-mpi        00:00:42     03:18:25   320   15756K COMPLETED  
246087.1       merge_P3-mpi      00:00:58     04:54:01   320  143768K COMPLETED  
246088         fdrun-mpi_ish+    00:00:24     01:47:42   320          COMPLETED  
246088.batch   batch             00:00:24    00:29.452    80    3752K COMPLETED  
246088.extern  extern            00:00:24     00:00:00   320    1348K COMPLETED  
246088.0       emod3d-mpi        00:00:21     01:47:13   320    3756K COMPLETED  
246089         fdrun-mpi_ish+    00:00:24     01:53:19   320          COMPLETED  
246089.batch   batch             00:00:24    00:29.492    80    3748K COMPLETED  
246089.extern  extern            00:00:24     00:00:00   320    1348K COMPLETED  
246089.0       emod3d-mpi        00:00:22     01:52:50   320    3756K COMPLETED  
246092         fdrun-mpi_ish+    00:00:03    01:57.120   320          COMPLETED  
246092.batch   batch             00:00:03    00:29.600    80    3752K COMPLETED  
246092.extern  extern            00:00:03     00:00:00   320    2876K COMPLETED  
246092.0       emod3d-mpi        00:00:01    01:27.520   320    3756K CANCELLED  
246093         kernel_shot_i+    00:01:38    01:12.812    80          COMPLETED  
246093.batch   batch             00:01:38    00:00.160    80   13044K COMPLETED  
246093.extern  extern            00:01:38     00:00:00    80    1348K COMPLETED  
246093.0       python            00:01:38    01:12.652     1 3540542+ COMPLETED  
246094         kernel_shot_i+    00:01:31    01:13.564    80          COMPLETED  
246094.batch   batch             00:01:31    00:00.164    80   13036K COMPLETED  
246094.extern  extern            00:01:31     00:00:00    80    1348K COMPLETED  
246094.0       python            00:01:31    01:13.400     1 3315272+ COMPLETED  
246095         kernel_shot_i+    00:01:31    01:13.628    80          COMPLETED  
246095.batch   batch             00:01:31    00:00.156    80   13104K COMPLETED  
246095.extern  extern            00:01:31     00:00:00    80    1348K COMPLETED  
246095.0       python            00:01:31    01:13.472     1 3356694+ COMPLETED  
246096         kernel_shot_i+    00:01:28    01:11.604    80          COMPLETED  
246096.batch   batch             00:01:28    00:00.156    80   13040K COMPLETED  
246096.extern  extern            00:01:28     00:00:00    80    1348K COMPLETED  
246096.0       python            00:01:28    01:11.448     1 3535996+ COMPLETED  
246097         fdrun-mpi_ish+    00:00:24     01:51:47   320          COMPLETED  
246097.batch   batch             00:00:24    00:29.412    80    3748K COMPLETED  
246097.extern  extern            00:00:24     00:00:00   320       4K COMPLETED  
246097.0       emod3d-mpi        00:00:22     01:51:18   320    3752K COMPLETED  
246099         FWT_emod3d_sh+    00:01:38     07:39:37   320          COMPLETED  
246099.batch   batch             00:01:38    00:29.648    80   13212K COMPLETED  
246099.extern  extern            00:01:38     00:00:00   320    1348K COMPLETED  
246099.0       emod3d-mpi        00:00:37     02:48:58   320   15632K COMPLETED  
246099.1       merge_P3-mpi      00:00:57     04:50:09   320  147468K COMPLETED  
246101         adj_test.sl       00:00:04    00:59.276    80          COMPLETED  
246101.batch   batch             00:00:04    00:00.156    80    3748K COMPLETED  
246101.extern  extern            00:00:05     00:00:00    80       4K COMPLETED  
246101.0       python            00:00:04    00:59.120     1    3728K COMPLETED  
246103         FWT_emod3d_sh+    00:01:38     07:47:35   320          COMPLETED  
246103.batch   batch             00:01:38    00:00.812    80   13204K COMPLETED  
246103.extern  extern            00:01:38     00:00:00   320    1352K COMPLETED  
246103.0       emod3d-mpi        00:00:39     02:58:32   320   15968K COMPLETED  
246103.1       merge_P3-mpi      00:00:57     04:49:02   320  144032K COMPLETED  
246104         sum_kernel.sl     00:00:01    00:00.396    80          COMPLETED  
246104.batch   batch             00:00:01    00:00.164    80    3748K COMPLETED  
246104.extern  extern            00:00:01     00:00:00    80       4K COMPLETED  
246104.0       python            00:00:01    00:00.232     1    3728K FAILED     
246105         kernel_shot_i+    00:01:38    01:13.680    80          COMPLETED  
246105.batch   batch             00:01:38    00:00.160    80   13048K COMPLETED  
246105.extern  extern            00:01:38     00:00:00    80    1348K COMPLETED  
246105.0       python            00:01:38    01:13.520     1 3540576+ COMPLETED  
246106         FWT_emod3d_sh+    00:01:37     07:39:08   320          COMPLETED  
246106.batch   batch             00:01:37    00:29.632    80   13204K COMPLETED  
246106.extern  extern            00:01:37     00:00:00   320    1352K COMPLETED  
246106.0       emod3d-mpi        00:00:37     02:49:21   320   15712K COMPLETED  
246106.1       merge_P3-mpi      00:00:57     04:49:17   320  141924K COMPLETED  
246107         FWT_emod3d_sh+    00:01:40     07:55:14   320          COMPLETED  
246107.batch   batch             00:01:40    00:29.652    80   13204K COMPLETED  
246107.extern  extern            00:01:41     00:00:00   320    1348K COMPLETED  
246107.0       emod3d-mpi        00:00:39     03:05:12   320   15816K COMPLETED  
246107.1       merge_P3-mpi      00:00:57     04:49:32   320  143244K COMPLETED  
246108         FWT_emod3d_sh+    00:01:43     08:10:57   320          COMPLETED  
246108.batch   batch             00:01:43    00:29.732    80   13200K COMPLETED  
246108.extern  extern            00:01:43     00:00:00   320    1352K COMPLETED  
246108.0       emod3d-mpi        00:00:41     03:14:16   320   15652K COMPLETED  
246108.1       merge_P3-mpi      00:00:58     04:56:11   320  145084K COMPLETED  
246109         FWT_emod3d_sh+    00:01:42     08:07:02   320          COMPLETED  
246109.batch   batch             00:01:42    00:29.552    80   13224K COMPLETED  
246109.extern  extern            00:01:43     00:00:00   320    1352K COMPLETED  
246109.0       emod3d-mpi        00:00:43     03:24:43   320   15684K COMPLETED  
246109.1       merge_P3-mpi      00:00:56     04:41:48   320  144040K COMPLETED  
246110         adj_test.sl       00:00:06    01:05.544    80          COMPLETED  
246110.batch   batch             00:00:06    00:00.160    80    3748K COMPLETED  
246110.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
246110.0       python            00:00:05    01:05.384     1    3728K COMPLETED  
246111         adj_test.sl       00:00:05    01:00.464    80          COMPLETED  
246111.batch   batch             00:00:05    00:00.168    80    3744K COMPLETED  
246111.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
246111.0       python            00:00:04    01:00.296     1    3724K COMPLETED  
246112         FWT_emod3d_sh+    00:01:36     07:27:43   320          COMPLETED  
246112.batch   batch             00:01:36    00:29.600    80   13204K COMPLETED  
246112.extern  extern            00:01:36     00:00:00   320    1348K COMPLETED  
246112.0       emod3d-mpi        00:00:34     02:36:47   320   15648K COMPLETED  
246112.1       merge_P3-mpi      00:00:57     04:50:25   320  142712K COMPLETED  
246113         adj_test.sl       00:00:06    00:58.936    80          COMPLETED  
246113.batch   batch             00:00:06    00:00.160    80    3748K COMPLETED  
246113.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
246113.0       python            00:00:05    00:58.776     1    3724K COMPLETED  
246114         adj_test.sl       00:00:05    00:53.280    80          COMPLETED  
246114.batch   batch             00:00:05    00:00.160    80    3744K COMPLETED  
246114.extern  extern            00:00:05     00:00:00    80       4K COMPLETED  
246114.0       python            00:00:04    00:53.120     1    3724K COMPLETED  
246115         FWT_emod3d_sh+    00:01:41     07:58:04   320          COMPLETED  
246115.batch   batch             00:01:41    00:00.756    80   13204K COMPLETED  
246115.extern  extern            00:01:41     00:00:00   320    1348K COMPLETED  
246115.0       emod3d-mpi        00:00:41     03:10:08   320   15752K COMPLETED  
246115.1       merge_P3-mpi      00:00:56     04:47:55   320  142720K COMPLETED  
246116         FWT_emod3d_sh+    00:01:45     08:25:35   320          COMPLETED  
246116.batch   batch             00:01:45    00:00.760    80   13200K COMPLETED  
246116.extern  extern            00:01:46     00:00:00   320    1348K COMPLETED  
246116.0       emod3d-mpi        00:00:45     03:30:24   320   16040K COMPLETED  
246116.1       merge_P3-mpi      00:00:58     04:55:10   320  144300K COMPLETED  
246117         FWT_emod3d_sh+    00:01:35     07:27:56   320          COMPLETED  
246117.batch   batch             00:01:35    00:00.756    80   13224K COMPLETED  
246117.extern  extern            00:01:35     00:00:00   320    2876K COMPLETED  
246117.0       emod3d-mpi        00:00:37     02:52:43   320   15752K COMPLETED  
246117.1       merge_P3-mpi      00:00:54     04:35:12   320  144564K COMPLETED  
246118         FWT_emod3d_sh+    00:01:41     08:01:16   320          COMPLETED  
246118.batch   batch             00:01:41    00:00.756    80   13204K COMPLETED  
246118.extern  extern            00:01:41     00:00:00   320    1348K COMPLETED  
246118.0       emod3d-mpi        00:00:39     02:58:29   320   15776K COMPLETED  
246118.1       merge_P3-mpi      00:00:59     05:02:46   320  142184K COMPLETED  
246119         adj_test.sl       00:00:06    01:01.076    80          COMPLETED  
246119.batch   batch             00:00:06    00:00.160    80    3744K COMPLETED  
246119.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
246119.0       python            00:00:05    01:00.916     1    3728K COMPLETED  
246120         kernel_shot_i+    00:00:11     00:00:00    80          RUNNING    
246120.extern  extern            00:00:11     00:00:00    80          RUNNING    
246120.0       python            00:00:10     00:00:00     1          RUNNING    
246121         kernel_shot_i+    00:00:08     00:00:00    80          RUNNING    
246121.extern  extern            00:00:08     00:00:00    80          RUNNING    
246121.0       python            00:00:07     00:00:00     1          RUNNING    
246122         FWT_emod3d_sh+    00:00:08     00:00:00   320          RUNNING    
246122.extern  extern            00:00:08     00:00:00   320          RUNNING    
246122.0       emod3d-mpi        00:00:05     00:00:00   320          RUNNING    
246123         kernel_shot_i+    00:00:05     00:00:00    80          RUNNING    
246123.extern  extern            00:00:05     00:00:00    80          RUNNING    
246123.0       python            00:00:04     00:00:00     1          RUNNING    
       JobID      State ExitCode 
------------ ---------- -------- 
245452        COMPLETED      0:0 
245452.batch  COMPLETED      0:0 
245452.exte+  COMPLETED      0:0 
245452.0      COMPLETED      0:0 
245453        COMPLETED      0:0 
245453.batch  COMPLETED      0:0 
245453.exte+  COMPLETED      0:0 
245453.0      COMPLETED      0:0 
245453.1      COMPLETED      0:0 
245454        COMPLETED      0:0 
245454.batch  COMPLETED      0:0 
245454.exte+  COMPLETED      0:0 
245454.0      COMPLETED      0:0 
245454.1      COMPLETED      0:0 
245455        COMPLETED      0:0 
245455.batch  COMPLETED      0:0 
